epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),valid/box_loss,valid/cls_loss,valid/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,26441.2,1.11742,0.54504,0.95959,0.8096,0.74247,0.78579,0.46203,1.49536,0.70592,1.09073,0.000627292,0.000627292,0.000627292
65,26784.7,1.0546,0.52179,0.96412,0.81917,0.74495,0.80185,0.46772,1.52034,0.70017,1.1047,0.000610789,0.000610789,0.000610789
66,27145.6,1.05994,0.51793,0.95425,0.8197,0.75863,0.79184,0.47022,1.50438,0.68333,1.09312,0.000594286,0.000594286,0.000594286
67,27500.4,1.01609,0.50381,0.97179,0.73078,0.75787,0.76421,0.45589,1.49898,0.72437,1.09529,0.000577782,0.000577782,0.000577782
68,27872.3,1.13748,0.53648,0.94706,0.77371,0.78262,0.78652,0.47145,1.48498,0.70927,1.09319,0.000561279,0.000561279,0.000561279
69,28229.8,1.09855,0.51704,0.96506,0.78386,0.75147,0.77502,0.46492,1.49957,0.69033,1.09981,0.000544776,0.000544776,0.000544776
70,28599.7,1.1073,0.52924,0.95952,0.71781,0.79472,0.76229,0.45842,1.49871,0.72364,1.09483,0.000528272,0.000528272,0.000528272
71,28955.3,1.1078,0.54572,0.95212,0.73571,0.73536,0.74582,0.44366,1.49097,0.72061,1.0841,0.000511769,0.000511769,0.000511769
72,29346.3,1.06581,0.5051,0.9573,0.75128,0.74902,0.77327,0.46336,1.4872,0.68998,1.09327,0.000495266,0.000495266,0.000495266
73,29707.1,1.03601,0.49953,0.93944,0.7382,0.7304,0.75499,0.45441,1.47461,0.70331,1.08729,0.000478762,0.000478762,0.000478762
74,30036.6,1.04133,0.49968,0.94744,0.70519,0.74339,0.74787,0.44564,1.48798,0.71399,1.09074,0.000462259,0.000462259,0.000462259
75,30378.5,0.99699,0.49187,0.94033,0.71656,0.82347,0.79622,0.47197,1.50284,0.71357,1.09442,0.000445756,0.000445756,0.000445756
76,30704.5,0.98115,0.46915,0.91909,0.74981,0.75368,0.77017,0.45956,1.49528,0.70897,1.09078,0.000429253,0.000429253,0.000429253
77,31072,0.91979,0.46013,0.92467,0.77088,0.78371,0.80368,0.4832,1.48211,0.69611,1.09392,0.000412749,0.000412749,0.000412749
78,31399.5,1.06698,0.51919,0.93707,0.77812,0.73262,0.77812,0.46573,1.48727,0.69081,1.09893,0.000396246,0.000396246,0.000396246
79,31738,1.05089,0.51207,0.94846,0.77837,0.75283,0.77568,0.46,1.48828,0.70169,1.09192,0.000379743,0.000379743,0.000379743
80,32058.7,1.00363,0.47485,0.93949,0.78562,0.77099,0.77798,0.46567,1.49035,0.67797,1.09401,0.000363239,0.000363239,0.000363239
81,32395.7,0.94756,0.46651,0.92855,0.76647,0.8099,0.81029,0.48886,1.48244,0.69759,1.09022,0.000346736,0.000346736,0.000346736
82,32725.9,0.99054,0.4756,0.92918,0.77034,0.82719,0.82272,0.48792,1.48111,0.69012,1.08774,0.000330233,0.000330233,0.000330233
83,33058.5,1.02575,0.49841,0.93931,0.79043,0.8031,0.81157,0.48125,1.49081,0.68663,1.09448,0.000313729,0.000313729,0.000313729
84,33380.5,0.94836,0.45849,0.91569,0.75573,0.77892,0.78275,0.46348,1.50632,0.71675,1.10501,0.000297226,0.000297226,0.000297226
