epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),valid/box_loss,valid/cls_loss,valid/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,8867.7,1.50422,0.81661,1.15032,0.64868,0.71688,0.69458,0.36232,1.65601,0.90428,1.15568,0.00136994,0.00136994,0.00136994
20,9337.76,1.43478,0.76903,1.09187,0.70943,0.71825,0.67467,0.37311,1.55803,0.81309,1.10273,0.00135344,0.00135344,0.00135344
21,9774.06,1.43254,0.80307,1.08473,0.58757,0.68378,0.6176,0.34692,1.55624,0.84626,1.09765,0.00133693,0.00133693,0.00133693
22,10242.5,1.42951,0.80259,1.08524,0.69826,0.83746,0.76747,0.4371,1.55089,0.80546,1.09158,0.00132043,0.00132043,0.00132043
23,10696,1.39218,0.77093,1.07304,0.70859,0.74841,0.7128,0.40136,1.58659,0.82811,1.10335,0.00130393,0.00130393,0.00130393
24,11125.2,1.37995,0.75132,1.05687,0.75184,0.77993,0.77525,0.42182,1.58013,0.77908,1.11458,0.00128742,0.00128742,0.00128742
25,11565.9,1.36447,0.74366,1.05348,0.72653,0.7929,0.78007,0.43279,1.56154,0.78296,1.09364,0.00127092,0.00127092,0.00127092
26,11963.9,1.43657,0.73214,1.0684,0.73038,0.7571,0.74309,0.41931,1.54056,0.77059,1.09329,0.00125442,0.00125442,0.00125442
27,12394.2,1.36388,0.71933,1.0358,0.76122,0.75482,0.76867,0.43679,1.56289,0.75332,1.09168,0.00123791,0.00123791,0.00123791
28,12807.7,1.34151,0.72233,1.06332,0.72311,0.81439,0.80072,0.45915,1.56091,0.75992,1.09491,0.00122141,0.00122141,0.00122141
29,13215.5,1.31606,0.70489,1.04475,0.76276,0.73589,0.74693,0.43817,1.52202,0.76916,1.08464,0.00120491,0.00120491,0.00120491
30,13635,1.35048,0.70981,1.07483,0.74005,0.79014,0.77727,0.43332,1.5827,0.75325,1.10949,0.0011884,0.0011884,0.0011884
31,14036.8,1.32192,0.68222,1.04466,0.76463,0.7952,0.79246,0.441,1.55262,0.74526,1.09383,0.0011719,0.0011719,0.0011719
32,14428.2,1.30634,0.72213,1.04222,0.64899,0.61498,0.62456,0.37219,1.51337,0.75901,1.08478,0.0011554,0.0011554,0.0011554
33,14819.6,1.28763,0.6865,1.03359,0.66668,0.73756,0.69308,0.3983,1.53237,0.78132,1.08913,0.00113889,0.00113889,0.00113889
34,15196.1,1.3101,0.67274,1.04771,0.71428,0.78641,0.77599,0.45503,1.53375,0.73765,1.08887,0.00112239,0.00112239,0.00112239
35,15618.8,1.27408,0.66272,1.02541,0.69181,0.70946,0.67756,0.39623,1.54132,0.75204,1.10249,0.00110589,0.00110589,0.00110589
36,16019.6,1.25291,0.65196,1.02834,0.71167,0.71551,0.69236,0.40455,1.5307,0.76751,1.08989,0.00108938,0.00108938,0.00108938
37,16395.3,1.24087,0.63357,1.01121,0.7686,0.79326,0.77272,0.43928,1.55292,0.7439,1.09353,0.00107288,0.00107288,0.00107288
38,16805.1,1.27075,0.66966,1.00054,0.71329,0.76696,0.75792,0.4347,1.52979,0.75571,1.08988,0.00105638,0.00105638,0.00105638
39,17174.5,1.26521,0.64429,1.02751,0.67526,0.75079,0.71858,0.423,1.5317,0.7381,1.08893,0.00103987,0.00103987,0.00103987
40,17554.3,1.27074,0.62285,1.01607,0.73292,0.76467,0.75627,0.43564,1.52956,0.74886,1.09295,0.00102337,0.00102337,0.00102337
41,17952.4,1.24113,0.64157,1.00254,0.77458,0.74493,0.77745,0.44709,1.54633,0.74794,1.09253,0.00100687,0.00100687,0.00100687
42,18334.4,1.26402,0.63424,1.01788,0.80244,0.72554,0.76765,0.44106,1.53344,0.7481,1.10392,0.000990365,0.000990365,0.000990365
43,18703.1,1.22641,0.62371,1.00232,0.72661,0.83201,0.79701,0.46304,1.51743,0.73402,1.08962,0.000973861,0.000973861,0.000973861
44,19052.8,1.19257,0.61389,1.00852,0.71342,0.733,0.72476,0.42253,1.51894,0.75541,1.10182,0.000957358,0.000957358,0.000957358
45,19413.4,1.18195,0.61601,0.9878,0.80216,0.85972,0.84783,0.48722,1.52246,0.70566,1.09386,0.000940855,0.000940855,0.000940855
46,19769.7,1.26165,0.60865,0.98849,0.74895,0.78181,0.76015,0.42379,1.57285,0.7274,1.10661,0.000924352,0.000924352,0.000924352
47,20137.8,1.22818,0.61302,0.99914,0.79513,0.78576,0.80453,0.45697,1.54388,0.75428,1.09018,0.000907848,0.000907848,0.000907848
48,20508.5,1.20387,0.61373,0.97871,0.80627,0.75,0.76902,0.44625,1.49822,0.71892,1.09978,0.000891345,0.000891345,0.000891345
49,20848.7,1.16729,0.58519,0.9867,0.81705,0.77702,0.80425,0.47386,1.50622,0.72384,1.08382,0.000874842,0.000874842,0.000874842
50,21193,1.20357,0.57965,0.98904,0.79885,0.72546,0.76339,0.44552,1.51284,0.70203,1.09912,0.000858338,0.000858338,0.000858338
51,21537.9,1.13127,0.59126,0.97685,0.82299,0.7498,0.78719,0.45785,1.49776,0.70693,1.08914,0.000841835,0.000841835,0.000841835
52,21889.4,1.19989,0.60387,0.98745,0.78636,0.81032,0.8197,0.48159,1.50795,0.70375,1.09437,0.000825332,0.000825332,0.000825332
53,22225.9,1.14198,0.57488,0.97477,0.79171,0.77093,0.77801,0.46009,1.47754,0.67661,1.08688,0.000808828,0.000808828,0.000808828
54,22616.4,1.12289,0.56943,0.96846,0.73822,0.75158,0.75129,0.43682,1.52338,0.7173,1.09633,0.000792325,0.000792325,0.000792325
55,23000.7,1.12771,0.55364,0.97764,0.74978,0.75651,0.75421,0.44873,1.49631,0.72768,1.10354,0.000775822,0.000775822,0.000775822
56,23389.2,1.16129,0.58344,0.98586,0.75932,0.75086,0.75864,0.44304,1.51202,0.71802,1.10503,0.000759318,0.000759318,0.000759318
57,23770.4,1.1404,0.55693,0.98567,0.85905,0.72233,0.77692,0.45527,1.51821,0.69046,1.1064,0.000742815,0.000742815,0.000742815
58,24144.3,1.14476,0.56722,0.97181,0.75508,0.76213,0.7718,0.45597,1.51855,0.71181,1.10608,0.000726312,0.000726312,0.000726312
59,24533.5,1.17356,0.56256,0.97445,0.72371,0.76994,0.76385,0.45769,1.49106,0.7051,1.09323,0.000709809,0.000709809,0.000709809
60,24900.2,1.12411,0.54953,0.97068,0.7084,0.73565,0.73555,0.43943,1.48964,0.71764,1.09604,0.000693305,0.000693305,0.000693305
61,25283.8,1.10997,0.55447,0.97782,0.72468,0.73556,0.74006,0.43494,1.51278,0.72801,1.09785,0.000676802,0.000676802,0.000676802
62,25667.8,1.08236,0.53242,0.95899,0.784,0.72428,0.75377,0.44249,1.49071,0.70816,1.09313,0.000660299,0.000660299,0.000660299
63,26034.9,1.09984,0.52586,0.95386,0.77193,0.77193,0.77827,0.45426,1.48875,0.69745,1.09183,0.000643795,0.000643795,0.000643795
64,26402.2,1.11151,0.54167,0.95604,0.7804,0.75457,0.75586,0.44959,1.49213,0.70063,1.09405,0.000627292,0.000627292,0.000627292
65,26743.6,1.04585,0.51107,0.95696,0.78277,0.74083,0.75811,0.45412,1.51742,0.72626,1.11186,0.000610789,0.000610789,0.000610789
66,27107.3,1.07844,0.52464,0.95291,0.7348,0.75345,0.73911,0.43214,1.52521,0.72545,1.10321,0.000594286,0.000594286,0.000594286
67,27460.9,0.99509,0.4989,0.95865,0.74728,0.7358,0.74421,0.44115,1.49291,0.71119,1.09161,0.000577782,0.000577782,0.000577782
68,27853.4,1.11094,0.53408,0.9413,0.77925,0.76439,0.7809,0.46937,1.46818,0.70191,1.0912,0.000561279,0.000561279,0.000561279
69,28205.7,1.08696,0.51683,0.95901,0.72583,0.78149,0.76546,0.45553,1.5113,0.70406,1.1018,0.000544776,0.000544776,0.000544776
70,28569.1,1.09996,0.53281,0.95561,0.74307,0.72734,0.74112,0.44688,1.48584,0.71967,1.08911,0.000528272,0.000528272,0.000528272
71,28920,1.08797,0.53796,0.94707,0.72344,0.7665,0.73659,0.44149,1.4638,0.69592,1.07834,0.000511769,0.000511769,0.000511769
72,29308.9,1.03099,0.49424,0.94157,0.7382,0.76967,0.76299,0.45673,1.47187,0.70376,1.08854,0.000495266,0.000495266,0.000495266
73,29665.5,1.0282,0.50129,0.93376,0.75661,0.72151,0.73959,0.44115,1.47818,0.71973,1.09427,0.000478762,0.000478762,0.000478762
74,30004.5,1.03362,0.50293,0.94313,0.73575,0.7472,0.75453,0.45286,1.48103,0.71376,1.09157,0.000462259,0.000462259,0.000462259
75,30340.2,0.98729,0.4935,0.9363,0.78037,0.72918,0.7597,0.45301,1.4805,0.69428,1.08925,0.000445756,0.000445756,0.000445756
76,30670.2,0.95925,0.46593,0.91174,0.75121,0.7836,0.77599,0.45963,1.46596,0.69546,1.09364,0.000429253,0.000429253,0.000429253
77,31037.4,0.9314,0.46118,0.92906,0.75379,0.80881,0.78845,0.46731,1.47893,0.69387,1.09301,0.000412749,0.000412749,0.000412749
78,31375.5,1.0544,0.51441,0.93261,0.77063,0.75689,0.76755,0.46024,1.45909,0.68168,1.09373,0.000396246,0.000396246,0.000396246
79,31717.1,1.04459,0.50919,0.95225,0.7511,0.77071,0.78679,0.46804,1.46795,0.6889,1.09064,0.000379743,0.000379743,0.000379743
80,32050.5,1.00905,0.48026,0.94012,0.7842,0.74512,0.76757,0.45831,1.47727,0.70194,1.09536,0.000363239,0.000363239,0.000363239
81,32388.1,0.9525,0.48318,0.92448,0.75587,0.76061,0.76761,0.46551,1.45501,0.6955,1.09249,0.000346736,0.000346736,0.000346736
82,32725.3,0.98381,0.47505,0.92379,0.73366,0.76783,0.75621,0.45894,1.47248,0.67992,1.09525,0.000330233,0.000330233,0.000330233
83,33067.3,1.00961,0.48783,0.93775,0.79646,0.74232,0.76587,0.4605,1.47358,0.68209,1.09606,0.000313729,0.000313729,0.000313729
84,33401,0.95631,0.4567,0.91421,0.74689,0.73742,0.75431,0.45659,1.46575,0.69568,1.0896,0.000297226,0.000297226,0.000297226
85,33736.9,0.95498,0.46564,0.92528,0.75717,0.73733,0.75556,0.45727,1.45952,0.70076,1.09017,0.000280723,0.000280723,0.000280723
86,34061.7,0.93844,0.45209,0.90901,0.73075,0.74215,0.75767,0.45968,1.46918,0.69105,1.0945,0.00026422,0.00026422,0.00026422
87,34384.8,0.94696,0.47307,0.92383,0.71425,0.7722,0.75999,0.45851,1.45932,0.69159,1.09307,0.000247716,0.000247716,0.000247716
88,34732.5,0.92728,0.45939,0.91582,0.73349,0.73273,0.75426,0.45466,1.47667,0.71406,1.10141,0.000231213,0.000231213,0.000231213
89,35075.5,0.95542,0.45272,0.91365,0.7655,0.75614,0.76828,0.4634,1.46171,0.68211,1.09422,0.00021471,0.00021471,0.00021471
90,35428.1,0.91307,0.44551,0.91028,0.74454,0.79903,0.79015,0.47518,1.46866,0.68608,1.09955,0.000198206,0.000198206,0.000198206
91,35845.6,0.88954,0.4068,0.88704,0.78132,0.74064,0.76838,0.46144,1.45531,0.69062,1.0888,0.000181703,0.000181703,0.000181703
92,36186.2,0.88688,0.39609,0.88197,0.77442,0.763,0.77317,0.46402,1.46629,0.68532,1.09815,0.0001652,0.0001652,0.0001652
93,36537.9,0.85604,0.38573,0.87767,0.75907,0.75176,0.76303,0.45604,1.4851,0.70516,1.1018,0.000148696,0.000148696,0.000148696
94,36849,0.88764,0.39743,0.88432,0.78409,0.77923,0.78663,0.47267,1.46617,0.68022,1.09566,0.000132193,0.000132193,0.000132193
95,37143.2,0.83011,0.38469,0.87477,0.77629,0.81099,0.80177,0.48391,1.44579,0.67531,1.09179,0.00011569,0.00011569,0.00011569
96,37464.3,0.84372,0.37989,0.87469,0.7593,0.77427,0.79437,0.48253,1.45466,0.68546,1.0946,9.91865e-05,9.91865e-05,9.91865e-05
97,37765.6,0.82617,0.37008,0.88179,0.74614,0.75228,0.75599,0.45604,1.46286,0.70132,1.10033,8.26832e-05,8.26832e-05,8.26832e-05
98,38082.7,0.8226,0.37917,0.88217,0.72194,0.76348,0.75577,0.45681,1.45982,0.6935,1.09819,6.61799e-05,6.61799e-05,6.61799e-05
99,38381,0.8377,0.38217,0.87554,0.7696,0.73164,0.76527,0.46295,1.46236,0.6875,1.10009,4.96766e-05,4.96766e-05,4.96766e-05
100,38694.5,0.79673,0.36487,0.86496,0.76347,0.78181,0.79576,0.48115,1.45515,0.68797,1.09746,3.31733e-05,3.31733e-05,3.31733e-05
