epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),valid/box_loss,valid/cls_loss,valid/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,19335.3,1.18974,0.61505,0.99159,0.76655,0.76427,0.75251,0.43597,1.50623,0.71662,1.08171,0.000934253,0.000934253,0.000934253
46,19704.2,1.25525,0.61331,0.99121,0.70051,0.69841,0.67127,0.38201,1.56753,0.74873,1.11529,0.0009176,0.0009176,0.0009176
47,20073.1,1.22116,0.60283,0.99656,0.77408,0.85036,0.82645,0.4748,1.52421,0.71833,1.09923,0.000900947,0.000900947,0.000900947
48,20452,1.20915,0.60028,0.98764,0.76343,0.83378,0.80106,0.4581,1.5335,0.72367,1.10579,0.000884293,0.000884293,0.000884293
49,20793.9,1.16547,0.59618,0.9944,0.72451,0.67104,0.65872,0.3959,1.4995,0.71506,1.09789,0.00086764,0.00086764,0.00086764
50,21136.1,1.17706,0.57764,0.98516,0.75117,0.81814,0.81016,0.46078,1.51987,0.70452,1.09854,0.000850987,0.000850987,0.000850987
51,21485.6,1.12626,0.57432,0.97601,0.77129,0.77778,0.77629,0.46083,1.48629,0.71398,1.08578,0.000834333,0.000834333,0.000834333
52,21829.1,1.20425,0.61533,0.9933,0.73993,0.83554,0.81099,0.47321,1.49909,0.71052,1.1028,0.00081768,0.00081768,0.00081768
53,22156.8,1.13486,0.57011,0.97499,0.69405,0.68161,0.65592,0.40102,1.49356,0.70666,1.09933,0.000801027,0.000801027,0.000801027
54,22530.9,1.12956,0.55966,0.9726,0.72928,0.85659,0.8073,0.46012,1.52707,0.72865,1.102,0.000784374,0.000784374,0.000784374
55,22890.8,1.12968,0.56174,0.97816,0.82632,0.77861,0.7976,0.46274,1.49232,0.69821,1.09579,0.00076772,0.00076772,0.00076772
56,23286.9,1.15776,0.57514,0.98749,0.71335,0.83528,0.77702,0.45178,1.50682,0.70792,1.09903,0.000751067,0.000751067,0.000751067
57,23674.1,1.13911,0.56176,0.98801,0.75495,0.81142,0.7938,0.46887,1.51253,0.69546,1.11063,0.000734414,0.000734414,0.000734414
58,24056.2,1.15849,0.56763,0.97026,0.76082,0.77154,0.7865,0.45952,1.52094,0.7072,1.10549,0.00071776,0.00071776,0.00071776
59,24459.2,1.16873,0.5578,0.96941,0.70205,0.79753,0.75157,0.44652,1.50794,0.71473,1.09537,0.000701107,0.000701107,0.000701107
60,24820,1.10794,0.54117,0.96164,0.70424,0.79526,0.76499,0.45645,1.50792,0.71471,1.10194,0.000684454,0.000684454,0.000684454
61,25209.4,1.10829,0.55174,0.97699,0.71129,0.81334,0.76457,0.45227,1.49667,0.7097,1.08656,0.0006678,0.0006678,0.0006678
62,25589.2,1.10243,0.54112,0.96162,0.76679,0.79859,0.77888,0.45443,1.51188,0.70078,1.10593,0.000651147,0.000651147,0.000651147
63,25975.2,1.0885,0.53481,0.9526,0.76431,0.81834,0.80536,0.47814,1.47733,0.7066,1.09221,0.000634494,0.000634494,0.000634494
64,26336.5,1.11179,0.5385,0.95539,0.72129,0.80726,0.77592,0.45699,1.49618,0.69409,1.10531,0.00061784,0.00061784,0.00061784
65,26677.5,1.03583,0.51159,0.95231,0.77868,0.84211,0.82699,0.48806,1.49601,0.68422,1.09672,0.000601187,0.000601187,0.000601187
66,27035.8,1.07198,0.5331,0.95241,0.73944,0.79607,0.78172,0.44862,1.53278,0.71925,1.11225,0.000584534,0.000584534,0.000584534
67,27390.9,0.99752,0.49561,0.96,0.79025,0.76207,0.74816,0.44136,1.51164,0.6803,1.10123,0.00056788,0.00056788,0.00056788
68,27770.9,1.11533,0.52718,0.94071,0.78307,0.832,0.8306,0.49027,1.48151,0.67827,1.09901,0.000551227,0.000551227,0.000551227
69,28121.6,1.06728,0.51468,0.95375,0.73764,0.8427,0.8157,0.49261,1.49095,0.7,1.09648,0.000534574,0.000534574,0.000534574
70,28486.7,1.0896,0.5261,0.94971,0.78537,0.7723,0.78285,0.46772,1.50702,0.68939,1.10771,0.00051792,0.00051792,0.00051792
71,28851,1.10568,0.53871,0.94866,0.73516,0.83229,0.8049,0.47669,1.47647,0.6749,1.09034,0.000501267,0.000501267,0.000501267
72,29232.1,1.03301,0.49063,0.94289,0.75563,0.78523,0.78768,0.46516,1.47642,0.69187,1.09506,0.000484614,0.000484614,0.000484614
73,29593.2,1.02334,0.48967,0.93011,0.74708,0.77992,0.76981,0.45743,1.48416,0.68983,1.09692,0.00046796,0.00046796,0.00046796
74,29917.8,1.01965,0.49443,0.94198,0.72018,0.79476,0.75766,0.45259,1.4867,0.70069,1.09666,0.000451307,0.000451307,0.000451307
75,30259.6,0.99587,0.49039,0.94034,0.767,0.83979,0.82624,0.48848,1.48209,0.68023,1.09834,0.000434654,0.000434654,0.000434654
76,30588.6,0.96815,0.46676,0.91525,0.71886,0.81282,0.78442,0.46207,1.48523,0.70357,1.10474,0.000418,0.000418,0.000418
77,30956,0.92058,0.45975,0.92884,0.76232,0.77178,0.77461,0.4573,1.48383,0.7001,1.10707,0.000401347,0.000401347,0.000401347
78,31283.3,1.05701,0.51177,0.93271,0.75526,0.82719,0.81407,0.48699,1.48342,0.67823,1.10451,0.000384694,0.000384694,0.000384694
79,31613.2,1.02967,0.50328,0.93863,0.75781,0.78647,0.78205,0.46684,1.46899,0.68111,1.09632,0.00036804,0.00036804,0.00036804
80,31945.7,0.98386,0.47618,0.92973,0.76223,0.78445,0.79715,0.46752,1.49305,0.68704,1.10581,0.000351387,0.000351387,0.000351387
81,32293.9,0.93062,0.47118,0.91998,0.7788,0.79344,0.79192,0.47269,1.47814,0.67567,1.10536,0.000334734,0.000334734,0.000334734
82,32638,0.97321,0.4795,0.92189,0.77089,0.83239,0.81996,0.48893,1.47809,0.68131,1.10193,0.00031808,0.00031808,0.00031808
83,32958.1,1.01629,0.48938,0.9356,0.78223,0.83483,0.83036,0.48993,1.48004,0.68123,1.10539,0.000301427,0.000301427,0.000301427
84,33286.1,0.95404,0.45689,0.9132,0.78837,0.76986,0.79225,0.47098,1.47453,0.68142,1.10416,0.000284774,0.000284774,0.000284774
85,33626.1,0.9527,0.45952,0.9287,0.77468,0.78822,0.79893,0.47408,1.47028,0.68971,1.10174,0.00026812,0.00026812,0.00026812
86,33956.5,0.91886,0.45005,0.90518,0.76957,0.7934,0.78421,0.4685,1.46972,0.69319,1.1043,0.000251467,0.000251467,0.000251467
87,34272,0.94895,0.47373,0.92393,0.77501,0.8156,0.8142,0.48597,1.48836,0.6985,1.11159,0.000234814,0.000234814,0.000234814
88,34618.2,0.93355,0.45438,0.91891,0.78733,0.79074,0.79613,0.47898,1.47991,0.69142,1.10854,0.00021816,0.00021816,0.00021816
89,34954.7,0.93826,0.44539,0.90954,0.77269,0.81887,0.81955,0.48475,1.48699,0.69401,1.10919,0.000201507,0.000201507,0.000201507
90,35299.1,0.90022,0.43643,0.90507,0.7637,0.82628,0.82451,0.49145,1.47684,0.67241,1.10765,0.000184854,0.000184854,0.000184854
91,35730.1,0.88954,0.40657,0.8857,0.77215,0.82209,0.8143,0.47678,1.49137,0.68833,1.11274,0.0001682,0.0001682,0.0001682
92,36075.4,0.87329,0.39247,0.87906,0.76784,0.7896,0.79286,0.466,1.50274,0.69978,1.11416,0.000151547,0.000151547,0.000151547
93,36422.5,0.86422,0.38697,0.88064,0.78104,0.83351,0.82723,0.4923,1.4894,0.68598,1.1086,0.000134894,0.000134894,0.000134894
94,36720.3,0.85455,0.39031,0.87962,0.77788,0.76942,0.79029,0.47103,1.49573,0.6865,1.11235,0.00011824,0.00011824,0.00011824
95,37021.4,0.81594,0.37655,0.87133,0.77722,0.82935,0.82591,0.49542,1.4833,0.68216,1.11253,0.000101587,0.000101587,0.000101587
96,37326.1,0.84086,0.37622,0.87608,0.77682,0.8385,0.82271,0.49019,1.48667,0.68239,1.11694,8.49337e-05,8.49337e-05,8.49337e-05
97,37635.7,0.81045,0.36726,0.88378,0.78805,0.78439,0.79891,0.47025,1.49388,0.69188,1.11921,6.82803e-05,6.82803e-05,6.82803e-05
98,37953.9,0.83225,0.37424,0.88356,0.79678,0.77872,0.79723,0.46968,1.49883,0.68976,1.12082,5.1627e-05,5.1627e-05,5.1627e-05
99,38258.3,0.82202,0.37968,0.8706,0.79727,0.77499,0.79513,0.46801,1.50108,0.69302,1.12058,3.49737e-05,3.49737e-05,3.49737e-05
100,38561.8,0.79248,0.35939,0.86008,0.78345,0.82598,0.82082,0.48332,1.49409,0.68914,1.11743,1.83203e-05,1.83203e-05,1.83203e-05
