epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),valid/box_loss,valid/cls_loss,valid/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,18921.5,1.2716,0.62156,1.03679,0.87764,0.87374,0.8987,0.55414,1.3461,0.56491,1.03589,0.000619941,0.000619941,0.000619941
65,19137.4,1.28644,0.6152,1.03432,0.87239,0.88469,0.90023,0.56273,1.34631,0.56511,1.03668,0.000603321,0.000603321,0.000603321
66,19350.5,1.27404,0.61549,1.04002,0.8748,0.87572,0.90173,0.56173,1.34376,0.57134,1.04041,0.000586701,0.000586701,0.000586701
67,19562.9,1.24843,0.6044,1.03026,0.8765,0.87428,0.89713,0.55965,1.34507,0.56908,1.03674,0.000570081,0.000570081,0.000570081
68,19773.6,1.25626,0.59925,1.02727,0.8823,0.88024,0.89982,0.56893,1.33972,0.56243,1.03841,0.000553461,0.000553461,0.000553461
69,19986,1.24118,0.60378,1.02645,0.88529,0.87744,0.90584,0.57048,1.33974,0.5583,1.03436,0.000536841,0.000536841,0.000536841
70,20193.4,1.24609,0.60114,1.02941,0.8561,0.89371,0.9017,0.56357,1.34062,0.56068,1.0325,0.000520221,0.000520221,0.000520221
71,20392.5,1.23532,0.58774,1.02266,0.87657,0.88024,0.9021,0.55887,1.34325,0.55664,1.03671,0.000503601,0.000503601,0.000503601
72,20607.5,1.24427,0.59137,1.02376,0.89227,0.86353,0.90476,0.56788,1.32463,0.55593,1.02848,0.000486981,0.000486981,0.000486981
73,20804.9,1.22213,0.58294,1.0096,0.87747,0.88892,0.90125,0.56532,1.33475,0.5543,1.03246,0.000470361,0.000470361,0.000470361
74,21000.6,1.22481,0.58689,1.01845,0.87241,0.88774,0.90204,0.56255,1.34088,0.55861,1.03419,0.000453741,0.000453741,0.000453741
75,21202.7,1.20936,0.58053,1.0169,0.9034,0.86245,0.90582,0.56797,1.32746,0.55442,1.03003,0.000437121,0.000437121,0.000437121
76,21413.4,1.21495,0.5701,1.01224,0.86743,0.89352,0.90101,0.57076,1.3318,0.55247,1.02955,0.000420501,0.000420501,0.000420501
77,21627,1.20216,0.57022,1.01268,0.87637,0.89536,0.89954,0.57612,1.32608,0.55494,1.02841,0.000403881,0.000403881,0.000403881
78,21831.2,1.20903,0.57532,1.01015,0.88013,0.88192,0.90196,0.57257,1.31818,0.54614,1.02808,0.000387261,0.000387261,0.000387261
79,22032.9,1.20266,0.57568,1.00519,0.87312,0.88659,0.9013,0.5742,1.32123,0.54078,1.02419,0.000370641,0.000370641,0.000370641
80,22234.8,1.20246,0.56811,1.00244,0.86123,0.89774,0.90622,0.5759,1.32548,0.54648,1.02638,0.000354021,0.000354021,0.000354021
81,22433,1.19355,0.55841,1.00864,0.88007,0.89359,0.90642,0.57946,1.31703,0.54186,1.0239,0.000337401,0.000337401,0.000337401
82,22628.6,1.19844,0.56855,1.0079,0.86032,0.88899,0.89567,0.57072,1.32149,0.54303,1.0283,0.000320781,0.000320781,0.000320781
83,22834.9,1.18551,0.55698,1.0003,0.8543,0.89014,0.89478,0.57003,1.3149,0.54543,1.02433,0.000304161,0.000304161,0.000304161
84,23040.1,1.17034,0.55401,0.99917,0.85519,0.90599,0.90354,0.58133,1.3101,0.53906,1.02466,0.000287541,0.000287541,0.000287541
85,23229.4,1.16568,0.54394,0.99377,0.86382,0.87897,0.90355,0.57945,1.31269,0.53818,1.02279,0.000270921,0.000270921,0.000270921
86,23422.2,1.18148,0.54914,1.00313,0.88593,0.86322,0.90633,0.58073,1.31037,0.53754,1.02644,0.000254301,0.000254301,0.000254301
87,23623.5,1.17204,0.554,0.99779,0.88384,0.85695,0.90538,0.57898,1.31377,0.53711,1.02721,0.000237681,0.000237681,0.000237681
88,23833.9,1.15436,0.54402,0.99239,0.87238,0.86576,0.90167,0.5767,1.3113,0.53573,1.0234,0.000221061,0.000221061,0.000221061
89,24028.8,1.15934,0.54336,0.99759,0.85998,0.88506,0.90296,0.57762,1.30868,0.53735,1.02399,0.000204441,0.000204441,0.000204441
90,24224,1.15685,0.53792,0.99271,0.85425,0.89739,0.90386,0.57356,1.30808,0.53719,1.02191,0.000187821,0.000187821,0.000187821
91,24460.7,1.15799,0.50322,0.993,0.88391,0.86298,0.89967,0.57143,1.31615,0.53862,1.02704,0.000171201,0.000171201,0.000171201
92,24657.1,1.13535,0.49253,0.98419,0.8851,0.86855,0.89543,0.57114,1.31783,0.53991,1.02645,0.000154581,0.000154581,0.000154581
93,24857.8,1.12943,0.48893,0.98286,0.88207,0.8725,0.8999,0.57553,1.30922,0.53344,1.02337,0.000137961,0.000137961,0.000137961
94,25058.6,1.12321,0.48301,0.97822,0.88609,0.8694,0.90009,0.57802,1.31179,0.53348,1.02495,0.000121341,0.000121341,0.000121341
95,25261.6,1.11569,0.47493,0.97321,0.88158,0.87052,0.90005,0.58341,1.31001,0.52898,1.02337,0.000104721,0.000104721,0.000104721
96,25458.8,1.11901,0.47553,0.97372,0.88045,0.87573,0.90121,0.58208,1.30877,0.52602,1.02276,8.8101e-05,8.8101e-05,8.8101e-05
97,25665.9,1.11522,0.47471,0.97433,0.88092,0.87336,0.90017,0.58622,1.30468,0.52642,1.02057,7.1481e-05,7.1481e-05,7.1481e-05
98,25864.2,1.09535,0.47387,0.96436,0.88328,0.86842,0.90054,0.58567,1.3033,0.5281,1.0202,5.4861e-05,5.4861e-05,5.4861e-05
99,26071.6,1.09346,0.46859,0.96439,0.87575,0.87876,0.90103,0.58665,1.30249,0.52697,1.0212,3.8241e-05,3.8241e-05,3.8241e-05
100,26263.8,1.09624,0.4681,0.97087,0.87237,0.88239,0.89953,0.58799,1.29922,0.52563,1.02044,2.1621e-05,2.1621e-05,2.1621e-05
