epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),valid/box_loss,valid/cls_loss,valid/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,9063.04,1.48996,0.82635,1.13437,0.805,0.82559,0.83291,0.44862,1.50356,0.7392,1.11469,0.00128551,0.00128551,0.00128551
25,9337.96,1.48815,0.8118,1.12528,0.78534,0.81395,0.81393,0.45517,1.46611,0.71411,1.09932,0.00126892,0.00126892,0.00126892
26,9595.93,1.48644,0.80736,1.12577,0.83161,0.82009,0.82974,0.44383,1.47407,0.71843,1.10569,0.00125233,0.00125233,0.00125233
27,9870.19,1.47652,0.80585,1.12833,0.85115,0.83859,0.86142,0.48265,1.4754,0.70375,1.10185,0.00123575,0.00123575,0.00123575
28,10139.2,1.45895,0.79178,1.10829,0.82243,0.84048,0.83278,0.46954,1.48282,0.71802,1.10201,0.00121916,0.00121916,0.00121916
29,10404.9,1.45875,0.78252,1.11904,0.82876,0.84512,0.85448,0.48135,1.44521,0.70319,1.08939,0.00120257,0.00120257,0.00120257
30,10682.1,1.43497,0.77591,1.10882,0.81929,0.80329,0.84894,0.48635,1.46484,0.70782,1.09741,0.00118599,0.00118599,0.00118599
31,10941.2,1.44536,0.76373,1.11315,0.83751,0.8566,0.87672,0.50253,1.41665,0.67514,1.08934,0.0011694,0.0011694,0.0011694
32,11193.8,1.44147,0.77683,1.11773,0.85439,0.84484,0.87299,0.5063,1.43242,0.67869,1.08474,0.00115281,0.00115281,0.00115281
33,11457,1.43485,0.75477,1.10947,0.83838,0.8499,0.87281,0.5061,1.42869,0.67546,1.08027,0.00113623,0.00113623,0.00113623
34,11709,1.42506,0.74897,1.10507,0.84195,0.83695,0.86644,0.4939,1.43634,0.67999,1.08595,0.00111964,0.00111964,0.00111964
35,11979.2,1.42873,0.75184,1.10361,0.85474,0.8556,0.8612,0.50247,1.42221,0.66184,1.07213,0.00110305,0.00110305,0.00110305
36,12255.4,1.41871,0.74271,1.1056,0.8297,0.86144,0.85698,0.4992,1.42726,0.66033,1.08017,0.00108647,0.00108647,0.00108647
37,12505.6,1.40583,0.73855,1.09026,0.84795,0.85461,0.8676,0.50669,1.42406,0.66089,1.08413,0.00106988,0.00106988,0.00106988
38,12748.5,1.39727,0.72837,1.08702,0.83387,0.8462,0.86017,0.50177,1.4189,0.64973,1.08095,0.00105329,0.00105329,0.00105329
39,12988.2,1.38567,0.71773,1.08273,0.83971,0.87152,0.86105,0.50598,1.41498,0.63504,1.08135,0.00103671,0.00103671,0.00103671
40,13251.7,1.39507,0.71521,1.08634,0.84687,0.85978,0.86451,0.51252,1.40639,0.64362,1.06674,0.00102012,0.00102012,0.00102012
41,13517.6,1.39285,0.71796,1.08697,0.85392,0.86481,0.87437,0.51728,1.41182,0.63338,1.07066,0.00100353,0.00100353,0.00100353
42,13748.6,1.3962,0.71301,1.08247,0.8572,0.86541,0.88313,0.52269,1.41495,0.64254,1.07091,0.000986947,0.000986947,0.000986947
43,13979.5,1.37931,0.70624,1.07531,0.87168,0.85803,0.89309,0.53764,1.40749,0.61933,1.0607,0.000970361,0.000970361,0.000970361
44,14210.4,1.36092,0.6998,1.07766,0.83925,0.8755,0.88076,0.53057,1.39823,0.62734,1.06261,0.000953774,0.000953774,0.000953774
45,14439.9,1.36832,0.70828,1.0823,0.8518,0.88477,0.88641,0.53672,1.38974,0.61339,1.05296,0.000937187,0.000937187,0.000937187
46,14660.9,1.37708,0.69286,1.06507,0.86659,0.85926,0.88872,0.51718,1.39847,0.61937,1.05838,0.000920601,0.000920601,0.000920601
47,14922.9,1.35844,0.67536,1.0708,0.86515,0.86444,0.88784,0.53918,1.37918,0.61789,1.05933,0.000904014,0.000904014,0.000904014
48,15152.5,1.35272,0.69268,1.07479,0.85925,0.83387,0.88265,0.53494,1.38912,0.62014,1.06232,0.000887427,0.000887427,0.000887427
49,15383.8,1.35552,0.67702,1.06934,0.86215,0.85583,0.88538,0.54029,1.37831,0.61114,1.05822,0.000870841,0.000870841,0.000870841
50,15616.6,1.3525,0.67959,1.07689,0.86365,0.859,0.89306,0.54619,1.38884,0.61396,1.06108,0.000854254,0.000854254,0.000854254
51,15860.9,1.3345,0.67267,1.0676,0.8684,0.87038,0.89071,0.53094,1.40473,0.61444,1.0695,0.000837667,0.000837667,0.000837667
52,16093.5,1.31549,0.65724,1.05722,0.86823,0.87256,0.89012,0.5354,1.37965,0.60245,1.058,0.000821081,0.000821081,0.000821081
53,16311.5,1.33829,0.66453,1.06445,0.86355,0.8787,0.89039,0.54848,1.36993,0.59847,1.05952,0.000804494,0.000804494,0.000804494
54,16530.9,1.31949,0.65581,1.05872,0.87026,0.85587,0.89444,0.54851,1.36425,0.59432,1.05243,0.000787908,0.000787908,0.000787908
55,16743.7,1.31142,0.64976,1.06226,0.87405,0.86988,0.89743,0.55084,1.37186,0.59193,1.05734,0.000771321,0.000771321,0.000771321
56,16970.9,1.30789,0.65077,1.05322,0.88259,0.86846,0.90099,0.55585,1.36125,0.59546,1.05367,0.000754734,0.000754734,0.000754734
57,17180.6,1.32268,0.65568,1.0573,0.87868,0.86866,0.89288,0.54406,1.36511,0.59526,1.04969,0.000738148,0.000738148,0.000738148
58,17393,1.3184,0.65457,1.05806,0.86725,0.8826,0.89147,0.54168,1.35316,0.58883,1.04691,0.000721561,0.000721561,0.000721561
59,17612.7,1.29157,0.63887,1.054,0.86964,0.88147,0.89393,0.54639,1.35706,0.5829,1.05138,0.000704974,0.000704974,0.000704974
60,17833.9,1.29554,0.63031,1.04908,0.86898,0.88367,0.89092,0.54859,1.36343,0.58838,1.04751,0.000688388,0.000688388,0.000688388
61,18055.5,1.29051,0.63683,1.04856,0.87513,0.86324,0.89393,0.55226,1.34662,0.58275,1.04556,0.000671801,0.000671801,0.000671801
62,18271.7,1.28189,0.63132,1.03981,0.8463,0.88453,0.88826,0.54977,1.35315,0.58227,1.04539,0.000655214,0.000655214,0.000655214
63,18469.4,1.27845,0.63018,1.04166,0.86668,0.87633,0.89558,0.55967,1.34664,0.57835,1.04179,0.000638628,0.000638628,0.000638628
64,18696.4,1.27792,0.62704,1.04068,0.87685,0.88765,0.8938,0.56397,1.33128,0.56775,1.03537,0.000622041,0.000622041,0.000622041
65,18906.9,1.27681,0.61699,1.03215,0.87132,0.8774,0.89904,0.56607,1.33662,0.56938,1.03818,0.000605454,0.000605454,0.000605454
66,19114.8,1.27031,0.61879,1.04152,0.86596,0.87832,0.89329,0.55819,1.338,0.57734,1.0401,0.000588868,0.000588868,0.000588868
67,19320.8,1.24941,0.60661,1.03414,0.86931,0.86576,0.89492,0.56411,1.33846,0.56895,1.03761,0.000572281,0.000572281,0.000572281
68,19529.4,1.25656,0.60208,1.0351,0.86152,0.89193,0.89966,0.56377,1.33601,0.56726,1.03839,0.000555694,0.000555694,0.000555694
69,19739.8,1.24888,0.61081,1.03208,0.85971,0.88513,0.8938,0.56338,1.32628,0.56409,1.03409,0.000539108,0.000539108,0.000539108
70,19941.9,1.2522,0.60966,1.03736,0.87811,0.88015,0.89615,0.56211,1.3341,0.57124,1.03717,0.000522521,0.000522521,0.000522521
71,20139.6,1.23703,0.59319,1.02735,0.88502,0.86628,0.89638,0.56566,1.33812,0.56166,1.03904,0.000505935,0.000505935,0.000505935
72,20353.8,1.24438,0.59921,1.03039,0.86446,0.87157,0.89181,0.56301,1.33454,0.5666,1.03839,0.000489348,0.000489348,0.000489348
73,20558.8,1.22302,0.59025,1.01639,0.87073,0.87147,0.88894,0.56133,1.33876,0.56618,1.03736,0.000472761,0.000472761,0.000472761
74,20753.3,1.22858,0.58728,1.02359,0.86851,0.87837,0.89262,0.56246,1.33986,0.55839,1.03621,0.000456175,0.000456175,0.000456175
75,20965,1.214,0.58337,1.02558,0.88194,0.87345,0.90062,0.57229,1.32,0.5614,1.03165,0.000439588,0.000439588,0.000439588
76,21180.2,1.21457,0.57646,1.01682,0.87568,0.88419,0.90595,0.57181,1.32484,0.55433,1.03473,0.000423001,0.000423001,0.000423001
77,21393.1,1.2019,0.57561,1.01761,0.87084,0.88811,0.89364,0.5701,1.31946,0.55898,1.03081,0.000406415,0.000406415,0.000406415
78,21601.3,1.21498,0.57431,1.01936,0.87476,0.87528,0.89485,0.57239,1.31801,0.55449,1.0324,0.000389828,0.000389828,0.000389828
79,21800.5,1.20575,0.5789,1.01717,0.86576,0.8821,0.89821,0.57624,1.31874,0.55345,1.03336,0.000373241,0.000373241,0.000373241
80,21993.9,1.20625,0.57458,1.01249,0.8648,0.87733,0.89686,0.571,1.32262,0.55651,1.03228,0.000356655,0.000356655,0.000356655
81,22192.2,1.19448,0.56481,1.01577,0.86096,0.89286,0.89784,0.57713,1.31726,0.55146,1.03071,0.000340068,0.000340068,0.000340068
82,22385.7,1.19931,0.57183,1.01598,0.87591,0.88413,0.8946,0.57393,1.31926,0.55113,1.03016,0.000323481,0.000323481,0.000323481
83,22594,1.18344,0.56001,1.00741,0.87673,0.88549,0.89891,0.57472,1.3191,0.55603,1.02971,0.000306895,0.000306895,0.000306895
84,22794.6,1.17332,0.55995,1.0061,0.8703,0.88577,0.90041,0.58088,1.30942,0.55033,1.02918,0.000290308,0.000290308,0.000290308
85,22984.3,1.17517,0.55036,1.00289,0.87468,0.89436,0.90069,0.57672,1.31737,0.54687,1.03149,0.000273721,0.000273721,0.000273721
86,23178,1.18217,0.55373,1.01029,0.88036,0.88593,0.90006,0.5784,1.31994,0.54946,1.0335,0.000257135,0.000257135,0.000257135
87,23378.2,1.17832,0.55708,1.00398,0.88344,0.87659,0.89556,0.57077,1.32036,0.54566,1.03178,0.000240548,0.000240548,0.000240548
88,23582.3,1.16392,0.55062,0.99967,0.88212,0.87536,0.8987,0.57409,1.3143,0.54627,1.03038,0.000223961,0.000223961,0.000223961
89,23776.2,1.1651,0.55331,1.0047,0.8808,0.87867,0.89774,0.57678,1.3091,0.545,1.02847,0.000207375,0.000207375,0.000207375
90,23968.4,1.16316,0.54052,1.0009,0.87597,0.89059,0.89557,0.57764,1.30419,0.54316,1.02809,0.000190788,0.000190788,0.000190788
91,24212.8,1.15314,0.50662,1.00037,0.86838,0.87802,0.89072,0.57076,1.312,0.54875,1.02831,0.000174201,0.000174201,0.000174201
92,24404.8,1.14158,0.49819,0.99272,0.86627,0.88997,0.89357,0.57225,1.311,0.54836,1.02788,0.000157615,0.000157615,0.000157615
93,24599.4,1.13241,0.49651,0.99054,0.88948,0.87355,0.89838,0.57499,1.30599,0.54439,1.02605,0.000141028,0.000141028,0.000141028
94,24799.9,1.12542,0.48838,0.98584,0.87333,0.88771,0.89817,0.57485,1.30862,0.54137,1.02758,0.000124442,0.000124442,0.000124442
95,24999.4,1.11587,0.48517,0.98031,0.88546,0.87624,0.89645,0.57701,1.30592,0.54131,1.02649,0.000107855,0.000107855,0.000107855
96,25198.3,1.11787,0.48236,0.97988,0.88653,0.8814,0.89693,0.57582,1.30454,0.54017,1.02536,9.12683e-05,9.12683e-05,9.12683e-05
97,25402.8,1.11072,0.4811,0.97949,0.88519,0.88001,0.89747,0.58103,1.30188,0.53989,1.02359,7.46816e-05,7.46816e-05,7.46816e-05
98,25603.2,1.10179,0.47854,0.97258,0.87554,0.88853,0.89896,0.58319,1.29985,0.53873,1.02392,5.8095e-05,5.8095e-05,5.8095e-05
99,25802.3,1.09972,0.47542,0.97317,0.87256,0.88274,0.89706,0.5827,1.29767,0.53835,1.0238,4.15083e-05,4.15083e-05,4.15083e-05
100,25995.8,1.09314,0.47112,0.97416,0.87332,0.88344,0.89705,0.58563,1.29554,0.53823,1.02337,2.49217e-05,2.49217e-05,2.49217e-05
